Key,Path,OriginalWeapon,DisableUnlockByPick,ShowNum,Price,DropAdd,SupportItems,DecidedByWeaponConfig,Materials,FusionList,FusionRangeList,TalentList
weapon_000x,RGPrefab/Weapon/weapon_000x.prefab,,False,True,50,,"[]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":4}]","[{""sourceWeapons"":[{""weapon"":""weapon_000""},{""weapon"":""weapon_000""},{""weapon"":""weapon_000""},{""weapon"":""weapon_000x""}],""targetWeapon"":{""weapon"":""weapon_240""}}]","[]","[{""talentName"":""MasterShotgun"",""bindingScript"":""WModCount"",""keyValueList"":[{""key"":""buffCount"",""type"":""System.Int32"",""value"":""2""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_000xx,RGPrefab/Weapon/weapon_000xx.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx2,RGPrefab/Weapon/weapon_000xx2.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx3,RGPrefab/Weapon/weapon_000xx3.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx4,RGPrefab/Weapon/weapon_000xx4.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx5,RGPrefab/Weapon/weapon_000xx5.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx6,RGPrefab/Weapon/weapon_000xx6.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx7,RGPrefab/Weapon/weapon_000xx7.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx8,RGPrefab/Weapon/weapon_000xx8.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx9,RGPrefab/Weapon/weapon_000xx9.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx10,RGPrefab/Weapon/weapon_000xx10.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx11,RGPrefab/Weapon/weapon_000xx11.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx12,RGPrefab/Weapon/weapon_000xx12.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx13,RGPrefab/Weapon/weapon_000xx13.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_000xx14,RGPrefab/Weapon/weapon_000xx14.prefab,weapon_000x,False,True,50,,[],False,[],[],"[]",[]
weapon_001,RGPrefab/Weapon/weapon_001.prefab,,False,True,0,,"[]",False,"[{""item"":""material_wood"",""num"":1},{""item"":""material_iron"",""num"":2}]","[{""sourceWeapons"":[{""weapon"":""weapon_001""},{""weapon"":""weapon_001""}],""targetWeapon"":{""weapon"":""weapon_016""}}]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_002,RGPrefab/Weapon/weapon_002.prefab,,False,True,0,,"[{""equipment"":""wi20_golden_paint""}]",False,"[{""item"":""material_iron"",""num"":1},{""item"":""material_gear"",""num"":1},{""item"":""material_wood"",""num"":1}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_003,RGPrefab/Weapon/weapon_003.prefab,,False,True,0,,"[]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":3},{""item"":""material_wood"",""num"":2}]","[]","[]","[{""talentName"":""MasterShotgun"",""bindingScript"":""WModCount"",""keyValueList"":[{""key"":""buffCount"",""type"":""System.Int32"",""value"":""2""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-7""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_004,RGPrefab/Weapon/weapon_004.prefab,,False,True,0,,"[]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":3},{""item"":""material_wood"",""num"":2}]","[]","[]","[{""talentName"":""MasterShotgun"",""bindingScript"":""WModCount"",""keyValueList"":[{""key"":""buffCount"",""type"":""System.Int32"",""value"":""2""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-7""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_005,RGPrefab/Weapon/weapon_005.prefab,,False,True,0,,"[]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":1}]","[{""sourceWeapons"":[{""weapon"":""weapon_005""},{""weapon"":""weapon_140""}],""targetWeapon"":{""weapon"":""weapon_337""}}]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_006,RGPrefab/Weapon/weapon_006.prefab,,False,True,50,,"[]",False,"[{""item"":""material_iron"",""num"":3},{""item"":""material_gear"",""num"":2}]","[{""sourceWeapons"":[{""weapon"":""weapon_006""},{""weapon"":""weapon_031""}],""targetWeapon"":{""weapon"":""weapon_324""}}]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true}]"
weapon_007,RGPrefab/Weapon/weapon_007.prefab,,False,True,0,,"[{""equipment"":""wi22_upgrade_kit""}]",False,"[{""item"":""material_iron"",""num"":1},{""item"":""material_gear"",""num"":2},{""item"":""material_wood"",""num"":1}]","[{""sourceWeapons"":[{""weapon"":""weapon_007""},{""weapon"":""weapon_007""}],""targetWeapon"":{""weapon"":""weapon_008""}}]","[]","[{""talentName"":""MasterShotgun"",""bindingScript"":""WModCount"",""keyValueList"":[{""key"":""buffCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_008,RGPrefab/Weapon/weapon_008.prefab,,False,True,50,,"[{""equipment"":""wi22_upgrade_kit""}]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":3}]","[{""sourceWeapons"":[{""weapon"":""weapon_008""},{""weapon"":""weapon_008""}],""targetWeapon"":{""weapon"":""weapon_009""}}]","[]","[{""talentName"":""MasterShotgun"",""bindingScript"":""WModCount"",""keyValueList"":[{""key"":""buffCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_009,RGPrefab/Weapon/weapon_009.prefab,,False,True,100,,"[{""equipment"":""wi22_upgrade_kit""}]",False,"[{""item"":""material_iron"",""num"":3},{""item"":""material_gear"",""num"":3}]","[{""sourceWeapons"":[{""weapon"":""weapon_009""},{""weapon"":""weapon_009""}],""targetWeapon"":{""weapon"":""weapon_302""}}]","[]","[{""talentName"":""MasterShotgun"",""bindingScript"":""WModCount"",""keyValueList"":[{""key"":""buffCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_010,RGPrefab/Weapon/weapon_010.prefab,,False,True,0,,"[{""equipment"":""wi20_golden_paint""}]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":1},{""item"":""material_wood"",""num"":1}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_011,RGPrefab/Weapon/weapon_011.prefab,,False,True,50,,"[]",False,"[{""item"":""material_wood"",""num"":1},{""item"":""material_iron"",""num"":3}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_012,RGPrefab/Weapon/weapon_012.prefab,,False,True,50,,"[]",False,"[{""item"":""material_wood"",""num"":2},{""item"":""material_iron"",""num"":3}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_013,RGPrefab/Weapon/weapon_013.prefab,,False,True,50,,"[]",False,"[{""item"":""material_wood"",""num"":3},{""item"":""material_iron"",""num"":2}]","[{""sourceWeapons"":[{""weapon"":""weapon_013""},{""weapon"":""weapon_012""}],""targetWeapon"":{""weapon"":""weapon_170""}}]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_014,RGPrefab/Weapon/weapon_014.prefab,,False,True,50,,"[]",False,"[{""item"":""material_wood"",""num"":2},{""item"":""material_iron"",""num"":3}]","[{""sourceWeapons"":[{""weapon"":""weapon_014""},{""weapon"":""weapon_011""}],""targetWeapon"":{""weapon"":""weapon_328""}}]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true}]"
weapon_015,RGPrefab/Weapon/weapon_015.prefab,,False,True,0,,"[{""equipment"":""wi20_golden_paint""}]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":1},{""item"":""material_wood"",""num"":1}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_016,RGPrefab/Weapon/weapon_016.prefab,,False,True,0,,"[]",False,"[{""item"":""material_wood"",""num"":1},{""item"":""material_iron"",""num"":2}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterContinuous"",""bindingScript"":""WModContinuousCount"",""keyValueList"":[{""key"":""buffContinuousCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_017,RGPrefab/Weapon/weapon_017.prefab,,False,True,0,,"[{""equipment"":""wi22_upgrade_kit""}]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":1}]","[{""sourceWeapons"":[{""weapon"":""weapon_017""},{""weapon"":""weapon_017""}],""targetWeapon"":{""weapon"":""weapon_019""}}]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_018,RGPrefab/Weapon/weapon_018.prefab,,False,True,100,,"[{""equipment"":""wi10_flame_stone""},{""equipment"":""wi11_poison_stone""},{""equipment"":""wi12_lightning_stone""},{""equipment"":""wi2_gaussiancoil""},{""equipment"":""wi2_gaussiancoil_smg_2""},{""equipment"":""wi6_spiralcoil""},{""equipment"":""wi6_spiralcoil_4""},{""equipment"":""wi7_telescopic""},{""equipment"":""wi7_telescopic2""},{""equipment"":""wi9_energy_stone""}]",True,"[{""item"":""material_iron"",""num"":3},{""item"":""material_gear"",""num"":3}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true}]"
weapon_019,RGPrefab/Weapon/weapon_019.prefab,,False,True,100,,"[{""equipment"":""wi10_flame_stone""},{""equipment"":""wi11_poison_stone""},{""equipment"":""wi12_lightning_stone""},{""equipment"":""wi2_gaussiancoil""},{""equipment"":""wi2_gaussiancoil_smg_2""},{""equipment"":""wi6_spiralcoil""},{""equipment"":""wi6_spiralcoil_4""},{""equipment"":""wi7_telescopic""},{""equipment"":""wi7_telescopic2""},{""equipment"":""wi9_energy_stone""},{""equipment"":""wi22_upgrade_kit""},{""equipment"":""wi36_8x_mirror""}]",True,"[{""item"":""material_iron"",""num"":3},{""item"":""material_gear"",""num"":3}]","[{""sourceWeapons"":[{""weapon"":""weapon_019""},{""weapon"":""weapon_019""}],""targetWeapon"":{""weapon"":""weapon_181""}},{""sourceWeapons"":[{""weapon"":""weapon_019""},{""weapon"":""weapon_043""}],""targetWeapon"":{""weapon"":""weapon_110""}}]","[{""sourceWeaponsRange"":[{""weapon"":""weapon_101""},{""weapon"":""weapon_102""},{""weapon"":""weapon_103""},{""weapon"":""weapon_104""}],""inRangeCount"":1,""destroyAllWeapon"":false,""sourceWeapons"":[{""weapon"":""weapon_019""}],""targetWeapon"":{""weapon"":""weapon_319""}}]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterHold"",""bindingScript"":""WModHoldSpeed"",""keyValueList"":[{""key"":""buffSpeedFactor"",""type"":""System.Single"",""value"":""2""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_020,RGPrefab/Weapon/weapon_020.prefab,,False,True,0,,"[]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":2},{""item"":""material_wood"",""num"":2}]","[]","[]","[{""talentName"":""MasterShotgun"",""bindingScript"":""WModCount"",""keyValueList"":[{""key"":""buffCount"",""type"":""System.Int32"",""value"":""2""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-7""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_021,RGPrefab/Weapon/weapon_021.prefab,,False,True,0,,"[]",False,"[{""item"":""material_iron"",""num"":1},{""item"":""material_gear"",""num"":1},{""item"":""material_wood"",""num"":1}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_022,RGPrefab/Weapon/weapon_022.prefab,,False,True,50,,"[]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":2},{""item"":""material_wood"",""num"":2}]","[]","[]","[{""talentName"":""MasterShotgun"",""bindingScript"":""WModCount"",""keyValueList"":[{""key"":""buffCount"",""type"":""System.Int32"",""value"":""2""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-7""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_023,RGPrefab/Weapon/weapon_023.prefab,,False,True,0,,"[]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":2}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true}]"
weapon_024,RGPrefab/Weapon/weapon_024.prefab,,False,True,0,,"[{""equipment"":""wi10_flame_stone""},{""equipment"":""wi9_energy_stone""},{""equipment"":""wi2_gaussiancoil""},{""equipment"":""wi2_gaussiancoil_smg_2""},{""equipment"":""wi5_missle""},{""equipment"":""wi5_missle_4""},{""equipment"":""wi6_spiralcoil""},{""equipment"":""wi6_spiralcoil_4""},{""equipment"":""wi7_telescopic""},{""equipment"":""wi7_telescopic2""},{""equipment"":""wi13_through""},{""equipment"":""wi36_8x_mirror""}]",True,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":2}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_025,RGPrefab/Weapon/weapon_025.prefab,,False,True,0,,"[]",False,"[{""item"":""material_iron"",""num"":5},{""item"":""material_gear"",""num"":5}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_25hammer,RGPrefab/Weapon/coop/weapon_25hammer.prefab,,False,False,0,,"[]",False,"[{""item"":""material_iron"",""num"":1}]","[]","[]","[{""talentName"":""MasterSwordRange"",""bindingScript"":""WModBulletSizeMelee"",""keyValueList"":[{""key"":""buffScale"",""type"":""System.Single"",""value"":""1.2""},{""key"":""levelScale"",""type"":""System.Single"",""value"":""1.1""}],""customData"":"""",""autoBindScript"":true}]"
weapon_026,RGPrefab/Weapon/weapon_026.prefab,,False,True,0,,"[{""equipment"":""wi21_time_machine""}]",False,"[{""item"":""material_iron"",""num"":3},{""item"":""material_gear"",""num"":3}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterContinuous"",""bindingScript"":""WModContinuousCount"",""keyValueList"":[{""key"":""buffContinuousCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_027,RGPrefab/Weapon/weapon_027.prefab,,False,True,0,,"[]",False,"[{""item"":""material_iron"",""num"":2},{""item"":""material_gear"",""num"":2}]","[]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
weapon_028,RGPrefab/Weapon/weapon_028.prefab,,False,True,150,,"[{""equipment"":""wi22_upgrade_kit""}]",False,"[{""item"":""material_iron"",""num"":10},{""item"":""material_gear"",""num"":10}]","[{""sourceWeapons"":[{""weapon"":""weapon_028""},{""weapon"":""weapon_140""}],""targetWeapon"":{""weapon"":""weapon_250""}}]","[]","[{""talentName"":""MasterAccurate"",""bindingScript"":""WModDeviation"",""keyValueList"":[{""key"":""buffDeviation"",""type"":""System.Int32"",""value"":""-10""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterContinuous"",""bindingScript"":""WModContinuousCount"",""keyValueList"":[{""key"":""buffContinuousCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":true},{""talentName"":""MasterReflection"",""bindingScript"":""WModReflection"",""keyValueList"":[{""key"":""buffReflectCount"",""type"":""System.Int32"",""value"":""1""}],""customData"":"""",""autoBindScript"":false}]"
